Taxon	Taxon	Taxon	barcode02	barcode02	barcode02	barcode14	barcode14	barcode14	barcode26	barcode26	barcode26	barcode38	barcode38	barcode38	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38
Paraburkholderia phymatum STM815	391038	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	20.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	20.0	0.0	0.0	-inf
Paraburkholderia caffeinilytica	1761016	species	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Paraburkholderia aromaticivorans	2026199	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	69.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	69.0	0.0	0.0	-inf
Candidatus Vallotia	2018044	genus	1.0	0.0	78.0	0.0	0.0	-inf	2.0	0.0	41.0	0.0	0.0	-inf	1.0	0.0	78.0	0.0	0.0	-inf	2.0	0.0	41.0	0.0	0.0	-inf
Candidatus Vallotia tarda	1177213	species	1.0	1.0	78.0	0.0	0.0	-inf	2.0	2.0	41.0	0.0	0.0	-inf	1.0	1.0	78.0	0.0	0.0	-inf	2.0	2.0	41.0	0.0	0.0	-inf
Ephemeroptericola	2680021	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	1.0	0.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	1.0	0.0	50.0
Ephemeroptericola cinctiostellae	2268024	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	1.0	1.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	1.0	1.0	50.0
Burkholderiales genera incertae sedis	224471	no_rank	3.0	0.0	52.333333333333336	1.0	0.0	48.0	8.0	0.0	67.375	8.0	0.0	71.25	3.0	0.0	52.333333333333336	1.0	0.0	48.0	8.0	0.0	67.375	8.0	0.0	71.25
Leptothrix	88	genus	0.0	0.0	-inf	1.0	0.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf
Leptothrix cholodnii	34029	species	0.0	0.0	-inf	1.0	0.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf
Leptothrix cholodnii SP-6	395495	strain	0.0	0.0	-inf	1.0	1.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf
Rubrivivax	28067	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	78.0
Rubrivivax gelatinosus	28068	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	78.0
Rubrivivax gelatinosus IL144	983917	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	78.0
Thiomonas	32012	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	62.0	0.0	0.0	-inf
unclassified Thiomonas	2625466	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	62.0	0.0	0.0	-inf
Thiomonas sp. X19	1050370	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	62.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	62.0	0.0	0.0	-inf
Mitsuaria	65047	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	77.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	77.5
unclassified Mitsuaria	2648776	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	77.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	77.5
Mitsuaria sp. 7	1658665	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	77.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	77.5
Aquabacterium	92793	genus	3.0	0.0	52.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	52.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aquabacterium olei	1296669	species	3.0	3.0	52.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	52.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Rhizobacter	212743	genus	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	73.0	5.0	0.0	67.4	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	73.0	5.0	0.0	67.4
unclassified Rhizobacter	2640088	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	73.0	5.0	0.0	67.4	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	73.0	5.0	0.0	67.4
Rhizobacter sp. AJA081-3	2753607	species	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	73.0	5.0	5.0	67.4	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	73.0	5.0	5.0	67.4
Paucibacter	318147	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	61.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	61.5	0.0	0.0	-inf
unclassified Paucibacter	2642959	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	61.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	61.5	0.0	0.0	-inf
Paucibacter sp. KCTC 42545	1768242	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	61.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	61.5	0.0	0.0	-inf
Sutterellaceae	995019	family	16.0	0.0	72.1875	399.0	0.0	77.21052631578948	4025.0	4.0	83.55428571428571	1557.0	0.0	84.44059087989724	15.0	0.0	72.06666666666666	399.0	0.0	77.21052631578948	4023.0	4.0	83.55431270196371	1555.0	0.0	84.45466237942122
Sutterella	40544	genus	16.0	0.0	72.1875	398.0	65.0	77.34673366834171	4011.0	46.0	83.59985041136873	1553.0	47.0	84.49581455247908	15.0	0.0	72.06666666666666	398.0	65.0	77.34673366834171	4009.0	46.0	83.59990022449489	1551.0	47.0	84.50999355254675
Sutterella wadsworthensis	40545	species	0.0	0.0	-inf	37.0	37.0	76.8108108108108	40.0	40.0	74.775	44.0	44.0	75.93181818181819	0.0	0.0	-inf	37.0	37.0	76.8108108108108	40.0	40.0	74.775	44.0	44.0	75.93181818181819
Sutterella megalosphaeroides	2494234	species	15.0	15.0	72.66666666666667	288.0	288.0	77.58680555555556	3820.0	3820.0	83.96884816753926	1457.0	1457.0	85.0	14.0	14.0	72.57142857142857	288.0	288.0	77.58680555555556	3818.0	3818.0	83.96909376636982	1455.0	1455.0	85.01580756013746
Sutterella faecalis	2584944	species	1.0	1.0	65.0	8.0	8.0	53.25	105.0	105.0	75.4095238095238	5.0	5.0	60.0	1.0	1.0	65.0	8.0	8.0	53.25	105.0	105.0	75.4095238095238	5.0	5.0	60.0
Turicimonas	1918598	genus	0.0	0.0	-inf	1.0	0.0	23.0	10.0	0.0	72.6	4.0	0.0	63.0	0.0	0.0	-inf	1.0	0.0	23.0	10.0	0.0	72.6	4.0	0.0	63.0
Turicimonas muris	1796652	species	0.0	0.0	-inf	1.0	1.0	23.0	10.0	10.0	72.6	4.0	4.0	63.0	0.0	0.0	-inf	1.0	1.0	23.0	10.0	10.0	72.6	4.0	4.0	63.0
Betaproteobacteria incertae sedis	119066	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	15.0	0.0	50.93333333333333	1.0	0.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	15.0	0.0	50.93333333333333	1.0	0.0	64.0
Candidatus Kinetoplastibacterium	33055	genus	0.0	0.0	-inf	0.0	0.0	-inf	9.0	1.0	44.0	1.0	0.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	9.0	1.0	44.0	1.0	0.0	64.0
Candidatus Kinetoplastibacterium blastocrithidii	233181	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	64.0
Candidatus Kinetoplastibacterium blastocrithidii TCC012E	1208922	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	64.0
Candidatus Kinetoplastibacterium desouzaii	994692	species	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	40.142857142857146	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	40.142857142857146	0.0	0.0	-inf
Candidatus Kinetoplastibacterium desouzaii TCC079E	1208919	strain	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	40.142857142857146	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	40.142857142857146	0.0	0.0	-inf
Candidatus Kinetoplastibacterium oncopeltii	994696	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	0.0	0.0	-inf
Candidatus Kinetoplastibacterium oncopeltii TCC290E	1208920	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	60.0	0.0	0.0	-inf
Casimicrobiaceae	2705999	family	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	61.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	61.333333333333336	0.0	0.0	-inf
Casimicrobium	2706000	genus	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	61.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	61.333333333333336	0.0	0.0	-inf
Casimicrobium huifangae	2591109	species	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	61.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	61.333333333333336	0.0	0.0	-inf
Neisseriales	206351	order	17.0	0.0	50.70588235294117	3.0	0.0	33.666666666666664	5.0	0.0	49.6	1.0	0.0	22.0	17.0	0.0	50.70588235294117	3.0	0.0	33.666666666666664	5.0	0.0	49.6	1.0	0.0	22.0
Neisseriaceae	481	family	11.0	0.0	54.63636363636363	2.0	0.0	41.5	2.0	0.0	63.5	1.0	0.0	22.0	11.0	0.0	54.63636363636363	2.0	0.0	41.5	2.0	0.0	63.5	1.0	0.0	22.0
Vitreoscilla	59	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5	0.0	0.0	-inf
Vitreoscilla filiformis	63	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	63.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	63.5	0.0	0.0	-inf
Neisseria	482	genus	11.0	0.0	54.63636363636363	2.0	0.0	41.5	0.0	0.0	-inf	1.0	0.0	22.0	11.0	0.0	54.63636363636363	2.0	0.0	41.5	0.0	0.0	-inf	1.0	0.0	22.0
Neisseria gonorrhoeae	485	species	11.0	11.0	54.63636363636363	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	54.63636363636363	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Neisseria	2623750	no_rank	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	1.0	0.0	51.0	0.0	0.0	-inf	1.0	0.0	22.0
Neisseria sp. oral taxon 014	641148	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0
Neisseria sp. oral taxon 014 str. F0314	641149	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0
Neisseria sp. ZJ785	2709396	species	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf
Chromobacteriaceae	1499392	family	6.0	0.0	43.5	1.0	0.0	18.0	3.0	0.0	40.333333333333336	0.0	0.0	-inf	6.0	0.0	43.5	1.0	0.0	18.0	3.0	0.0	40.333333333333336	0.0	0.0	-inf
Microvirgula	57479	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	50.0	0.0	0.0	-inf
Microvirgula aerodenitrificans	57480	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	50.0	0.0	0.0	-inf
Chromobacterium group	90153	no_rank	4.0	0.0	49.0	1.0	0.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	49.0	1.0	0.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf
Chromobacterium	535	genus	3.0	0.0	39.333333333333336	1.0	0.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	39.333333333333336	1.0	0.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf
Chromobacterium violaceum	536	species	1.0	1.0	29.0	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	29.0	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf
Chromobacterium phragmitis	2202141	species	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chromobacterium paludis	2605945	species	1.0	1.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Iodobacter	32014	genus	1.0	0.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Iodobacter	235634	no_rank	1.0	0.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Iodobacter sp. H11R3	2496266	species	1.0	1.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	78.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Laribacter	168470	genus	1.0	0.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Laribacter hongkongensis	168471	species	1.0	0.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Laribacter hongkongensis HLHK9	557598	strain	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chitinibacter	230666	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	21.0	0.0	0.0	-inf
unclassified Chitinibacter	2619399	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	21.0	0.0	0.0	-inf
Chitinibacter sp. 2T18	2739434	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	21.0	0.0	0.0	-inf
Aquitalea	407217	genus	1.0	0.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Aquitalea	2628611	no_rank	1.0	0.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aquitalea sp. USM4	1590041	species	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Rhodocyclales	206389	order	10.0	0.0	42.6	2.0	0.0	37.5	13.0	0.0	52.69230769230769	32.0	0.0	46.21875	10.0	0.0	42.6	2.0	0.0	37.5	13.0	0.0	52.69230769230769	32.0	0.0	46.21875
Rhodocyclaceae	75787	family	3.0	0.0	49.0	0.0	0.0	-inf	8.0	0.0	51.625	32.0	0.0	46.21875	3.0	0.0	49.0	0.0	0.0	-inf	8.0	0.0	51.625	32.0	0.0	46.21875
Azospira	146937	genus	2.0	0.0	48.5	0.0	0.0	-inf	6.0	0.0	46.0	32.0	0.0	46.21875	2.0	0.0	48.5	0.0	0.0	-inf	6.0	0.0	46.0	32.0	0.0	46.21875
Azospira oryzae	146939	species	1.0	0.0	59.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	59.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Azospira oryzae PS	640081	strain	1.0	1.0	59.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	59.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Azospira restricta	404405	species	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Azospira	2609269	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	46.0	32.0	17.0	46.21875	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	46.0	32.0	17.0	46.21875
Azospira sp. Azo-2	2823110	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	15.0	15.0	46.13333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	15.0	15.0	46.13333333333333
Aromatoleum	551759	genus	1.0	0.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aromatoleum aromaticum	551760	species	1.0	0.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aromatoleum aromaticum EbN1	76114	strain	1.0	1.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Rugosibacter	1914449	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	68.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	68.5	0.0	0.0	-inf
Rugosibacter aromaticivorans	1565605	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	68.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	68.5	0.0	0.0	-inf
Zoogloeaceae	2008794	family	7.0	0.0	39.85714285714285	2.0	0.0	37.5	3.0	0.0	54.0	0.0	0.0	-inf	7.0	0.0	39.85714285714285	2.0	0.0	37.5	3.0	0.0	54.0	0.0	0.0	-inf
Azoarcus	12960	genus	4.0	0.0	35.25	1.0	0.0	30.0	1.0	0.0	54.0	0.0	0.0	-inf	4.0	0.0	35.25	1.0	0.0	30.0	1.0	0.0	54.0	0.0	0.0	-inf
Azoarcus communis	41977	species	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Azoarcus pumilus	2067960	species	0.0	0.0	-inf	1.0	1.0	30.0	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	30.0	1.0	1.0	54.0	0.0	0.0	-inf
unclassified Azoarcus	2629479	no_rank	3.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Azoarcus sp. CIB	198107	species	1.0	1.0	20.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	20.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Azoarcus sp. DD4	2027405	species	2.0	2.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Thauera	33057	genus	3.0	0.0	46.0	1.0	0.0	45.0	2.0	0.0	54.0	0.0	0.0	-inf	3.0	0.0	46.0	1.0	0.0	45.0	2.0	0.0	54.0	0.0	0.0	-inf
Thauera chlorobenzoica	96773	species	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
Thauera humireducens	1134435	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	54.0	0.0	0.0	-inf
Thauera hydrothermalis	2184083	species	1.0	1.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Thauera	2609274	no_rank	2.0	0.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Thauera sp. MZ1T	85643	species	2.0	2.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Azonexaceae	2008795	family	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.0	0.0	0.0	-inf
Dechloromonas	73029	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.0	0.0	0.0	-inf
unclassified Dechloromonas	2633351	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	55.0	0.0	0.0	-inf
Dechloromonas sp. HYN0024	2231055	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	59.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	59.0	0.0	0.0	-inf
Dechloromonas sp. TW-R-39-2	2654218	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf
delta/epsilon subdivisions	68525	subphylum	2385.0	0.0	79.82348008385746	265.0	0.0	74.84528301886793	1167.0	0.0	80.20222793487575	3643.0	0.0	86.94043370848202	2382.0	0.0	79.83459277917716	265.0	0.0	74.84528301886793	1167.0	0.0	80.20222793487575	3641.0	0.0	86.94177423784676
Deltaproteobacteria	28221	class	57.0	0.0	55.3859649122807	37.0	0.0	45.18918918918919	20.0	0.0	39.5	1321.0	0.0	85.98864496593488	57.0	0.0	55.3859649122807	37.0	0.0	45.18918918918919	20.0	0.0	39.5	1319.0	0.0	85.99090219863534
Myxococcales	29	order	2.0	0.0	34.0	7.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	34.0	7.0	0.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf
Cystobacterineae	80811	suborder	2.0	0.0	34.0	7.0	1.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	34.0	7.0	1.0	41.0	0.0	0.0	-inf	0.0	0.0	-inf
Myxococcaceae	31	family	2.0	0.0	34.0	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	34.0	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
Myxococcus	32	genus	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Myxococcus	2648731	no_rank	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
Myxococcus sp. SCHIC003	2813577	species	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
Corallococcus	83461	genus	2.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Corallococcus macrosporus	35	species	2.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
